input_utterance,utterance_template,intent,seed_id,source,paraphrase_value,paraphrase_template,bertscore,ted,selected_templates_related_paraphrases,ted_to_selected_templates,_is_similar
Give me 5 conference articles about text mining,( S ( VP ( VB ) ( NP ) ( NP ) ) ),FindArticles,10,ParaQuality,Retrieve a list of 5 scientific articles related to the topic of text mining presented at conferences.,( S ( VP ( VB ) ( NP ) ) ( . ) ),0.900226,2.0,"['Retrieve cooking tutorials', 'Skip to the previous music track']","{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( S ( VP ( VB ) ( PP ) ) )': 2.0}",True
I am looking for the latest scientific article related to Machine Learning,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ),FindArticles,11,ParaQuality,Do you have any information on the latest scientific publication regarding Machine Learning?,( SQ ( VBP ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),0.8642444,5.0,"['Book a cab for me to get from the airport back home', 'Look for a couple of stunning images that correspond to Opera House with a resolution of 1024 pixels by 768 pixels']","{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( S ( VP ( VB ) ( PP ) ) )': 6.0}",False
Create a comment saying ''Best Voice Ever'',( S ( VP ( VB ) ( NP ) ) ( '' ) ),CreateComment,12,ParaQuality,Write down your thoughts on how amazing the voice sounds,( S ( VP ( VB ) ( PRT ) ( NP ) ) ),0.8595612,2.0,"['discover Fox Theatres presenting The Caretaker', 'Navigate to the previous music selection']","{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( S ( VP ( VB ) ( PP ) ) )': 2.0}",True
Jump to the previous song,( S ( VP ( VB ) ( PP ) ) ),NavigatePlaylist,13,ParaQuality,Jump back to the last played music,( S ( VP ( VB ) ( ADVP ) ) ),0.91324437,1.0,"['find the cheapest price from Denver to Pittsburgh', 'Skip to the succeeding tune']","{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( S ( VP ( VB ) ( PP ) ) )': 1.0}",True
Skip to the next song,( S ( VP ( VB ) ( PP ) ) ),NavigatePlaylist,14,ParaQuality,Advance to the subsequent music,( NP ( NP ( NN ) ) ( PP ( IN ) ( NP ) ) ),0.89893955,5.0,"['Retrieve cooking tutorials', 'Skip to the previous music track']","{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( S ( VP ( VB ) ( PP ) ) )': 5.0}",False
Where can I upgrade my laptop ?,( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),FindStores,15,ParaQuality,Can you find stores that provide laptop upgrades?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),0.8919752,7.0,"['Book a cab for me to get from the airport back home', 'Jump to the following song']","{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( S ( VP ( VB ) ( PP ) ) )': 6.0}",False
Could you offer three barbershops in Newtown,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ),FindStores,16,ParaQuality,Do you have any recommendations for three hair salons in Newtown?,( SQ ( VBP ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),0.8907753,2.0,"['Book a cab for me to get from the airport back home', 'Look for a couple of stunning images that correspond to Opera House with a resolution of 1024 pixels by 768 pixels']","{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( S ( VP ( VB ) ( PP ) ) )': 6.0}",False
Let me have top three convenience stores near Newtown,( S ( VP ( VB ) ( S ) ) ),FindStores,17,ParaQuality,Could you give me information about the top three convenience stores in the vicinity of Newtown?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),0.89942634,7.0,"['find the cheapest price from Denver to Pittsburgh', 'Skip to the succeeding tune']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( S ( VP ( VB ) ( PP ) ) )': 7.0}",False
I want reviews for McDonald's at Kensington st.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( NP ) ( PP ) ) ( . ) ),GetReviews,18,ParaQuality,Could you provide me with feedback on the McDonald's branch situated at Kensington Street?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),0.90837497,3.0,"['discover Fox Theatres presenting The Caretaker', 'Search for the most popular photos with the hashtag #LOVE']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( S ( VP ( VB ) ( PP ) ) )': 6.0}",False
How far is the closest cab,( SBARQ ( WHADVP ( WRB ) ( RB ) ) ( VP ( VBZ ) ( NP ) ) ),FindTaxi,19,ParaQuality,I would like to know the proximity of the nearest taxi.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),0.8866163,7.0,"['Retrieve several attractive photos showcasing the Opera House, all measuring 1024 pixels in width and 768 pixels in height', 'Navigate to the previous music selection']","{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( S ( VP ( VB ) ( PP ) ) )': 5.0}",False
Request a taxi from the airport to home,( S ( VP ( VB ) ( NP ) ( PP ) ) ),BookTaxi,20,ParaQuality,Find a cab service that can transfer me from the airport back to my residence.,( S ( VP ( VB ) ( NP ) ) ( . ) ),0.9248413,2.0,"['locate Fox Theatres featuring The Caretaker', 'Skip to the succeeding tune']","{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( S ( VP ( VB ) ( PP ) ) )': 2.0}",True
What is the forecast for Harrison-Crawford State Forest,( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),GetWeather,21,SNIPS,What does the forecast say about Harrison-Crawford State Forest?,( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ( VP ) ) ( . ) ),0.96368366,4.0,"['Retrieve cooking tutorials', 'Jump to the following song']","{'( S ( VP ( VB ) ( NP ) ) )': 7.0, '( S ( VP ( VB ) ( PP ) ) )': 8.0}",False
what is the forecast for colder in Anston,( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),GetWeather,22,SNIPS,Is there any prediction of colder temperatures in Anston?,( SQ ( VBZ ) ( NP ( EX ) ) ( NP ( NP ) ( PP ) ) ( . ) ),0.90190464,8.0,"['Include this musician called Kirk Hammett in my playlist Party', 'Search for the most popular photos with the hashtag #LOVE']","{'( S ( VP ( VB ) ( NP ) ) )': 7.0, '( S ( VP ( VB ) ( PP ) ) )': 7.0}",False
How hot is it in Pesotum,( SBARQ ( WHADJP ( WRB ) ( JJ ) ) ( VP ( VBZ ) ( NP ) ( PP ) ) ),GetWeather,23,SNIPS,Give me an update on the temperature in Pesotum.,( S ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),0.9134583,7.0,"['discover Fox Theatres presenting The Caretaker', 'Skip to the previous music track']","{'( S ( VP ( VB ) ( NP ) ) )': 2.0, '( S ( VP ( VB ) ( PP ) ) )': 3.0}",True
"I would like to go to a pub that has italian dressing for a party of 5 on February 11, 2033",( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ),BookRestaurant,24,SNIPS,"Could you please assist me in locating a pub that serves Italian dressing and can accommodate a group of five people for an event on February eleventh, twenty thirty-three?",( SQ ( MD ) ( NP ( PRP ) ) ( VP ( UH ) ( VP ) ) ( . ) ),0.8820816,4.0,"['Find videos on how to cook', 'Skip to the previous music track']","{'( S ( VP ( VB ) ( NP ) ) )': 7.0, '( S ( VP ( VB ) ( PP ) ) )': 7.0}",False
Book a taverna in Equatorial Guinea this month for nine people.,( S ( VP ( VB ) ( NP ) ( NP ) ( PP ) ) ( . ) ),BookRestaurant,25,SNIPS,Make a reservation at a tavern in Equatorial Guinea for the group of nine people by the end of this month.,( S ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),0.9176445,1.0,"['Discover the top-rated images labeled with #LOVE', 'Look for a couple of stunning images that correspond to Opera House with a resolution of 1024 pixels by 768 pixels']","{'( S ( VP ( VB ) ( NP ) ) )': 2.0, '( S ( VP ( VB ) ( PP ) ) )': 2.0}",True
Book a table for eight people please,( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),BookRestaurant,26,SNIPS,Can you help me secure seating for a group of eight individuals?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( S ) ) ( . ) ),0.87701046,6.0,"['Retrieve several attractive photos showcasing the Opera House, all measuring 1024 pixels in width and 768 pixels in height', 'Skip to the previous music track']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( S ( VP ( VB ) ( PP ) ) )': 6.0}",False
Please add Ruud Jolie to my playlist Guest List Polygon,( S ( X ( UH ) ) ( VP ( VB ) ( NP ) ( PP ) ) ),AddToPlaylist,27,SNIPS,"I'd like to have Ruud Jolie on my Guest List Polygon playlist, can you add him?","( S ( NP ( PRP ) ) ( VP ( VP ) ( , ) ( SQ ) ( . ) ) )",0.909775,6.0,"['find the cheapest price from Denver to Pittsburgh', 'Navigate to the previous music selection']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( S ( VP ( VB ) ( PP ) ) )': 6.0}",False
add this artist named Kirk Hammett to my playlist Party,( S ( VP ( VB ) ( NP ) ( PP ) ) ),AddToPlaylist,28,SNIPS,Put songs by this artist called Kirk Hammett into my Party playlist,( NP ( NP ( NP ) ( PP ) ) ( VP ( VBN ) ( S ) ( PP ) ) ),0.9481425,6.0,"['Retrieve several attractive photos showcasing the Opera House, all measuring 1024 pixels in width and 768 pixels in height', 'Look for a couple of stunning images that correspond to Opera House with a resolution of 1024 pixels by 768 pixels']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( S ( VP ( VB ) ( PP ) ) )': 5.0}",False
I want to put a copy of this tune into Skatepark Punks,( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ),AddToPlaylist,29,SNIPS,Could you assist me in placing a replica of this track into Skatepark Punks?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),0.9297706,6.0,"['Retrieve cooking tutorials', 'Look for a couple of stunning images that correspond to Opera House with a resolution of 1024 pixels by 768 pixels']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( S ( VP ( VB ) ( PP ) ) )': 6.0}",False
"I would give With Lee in Virginia, A Story of the American Civil War chronicle 4 of 6",( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ),RateBook,30,SNIPS,"The fourth installment in a series of six, With Lee in Virginia explores the events surrounding the American Civil War.","( S ( NP ( NP ) ( , ) ( PP ) ) ( VP ( VBZ ) ( NP ) ) ( . ) )",0.86848015,6.0,"['Retrieve cooking tutorials', 'Skip to the succeeding tune']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( S ( VP ( VB ) ( PP ) ) )': 7.0}",False
Rate this album two out of 6,( S ( VP ( VB ) ( NP ) ( NP ) ) ),RateBook,31,SNIPS,Assign a rating of two out of six to this album,( S ( VP ( VB ) ( NP ) ( PP ) ) ),0.92117417,1.0,"['Find some beautiful pictures that match Opera House with dimensions of 1024px * 768px', 'Look for a couple of stunning images that correspond to Opera House with a resolution of 1024 pixels by 768 pixels']","{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( S ( VP ( VB ) ( PP ) ) )': 1.0}",True
Give the current part of the saga 4 points out of 6.,( S ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),RateBook,32,SNIPS,Evaluate the current segment of the epic with a rating of 4 points out of a total score possible at six.,( S ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),0.899353,1.0,"['Discover the top-rated images labeled with #LOVE', 'Navigate to the previous music selection']","{'( S ( VP ( VB ) ( NP ) ) )': 2.0, '( S ( VP ( VB ) ( PP ) ) )': 2.0}",True
Can you play some fifties music by lavern baker,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ),PlayMusic,33,SNIPS,Is it possible for you to put on some fifties music sung by Lavern Baker?,( SQ ( VBZ ) ( NP ( NP ) ) ( ADJP ( JJ ) ) ( SBAR ( IN ) ( S ) ) ( . ) ),0.90278614,8.0,"['Find videos on how to cook', 'Look for a couple of stunning images that correspond to Opera House with a resolution of 1024 pixels by 768 pixels']","{'( S ( VP ( VB ) ( NP ) ) )': 8.0, '( S ( VP ( VB ) ( PP ) ) )': 9.0}",False
Play a 1964 track from Shahram Nazeri on Pandora.,( S ( VP ( VB ) ( NP ) ) ( . ) ),PlayMusic,34,SNIPS,Could you play a song from the year 1964 performed by Shahram Nazeri on the Pandora app?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),0.9212719,4.0,"['find the cheapest price from Denver to Pittsburgh', 'Look for a couple of stunning images that correspond to Opera House with a resolution of 1024 pixels by 768 pixels']","{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( S ( VP ( VB ) ( PP ) ) )': 6.0}",False
Please play me some Satire music,( S ( X ( UH ) ) ( VP ( VB ) ( NP ) ( NP ) ) ),PlayMusic,35,SNIPS,Could you put on some music that's satirical in nature?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( PRT ) ( NP ) ) ( . ) ),0.86466956,6.0,"['Find videos on how to cook', 'Skip to the succeeding tune']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( S ( VP ( VB ) ( PP ) ) )': 7.0}",False
When is Crime and Punishment U.S.A. showing?,( SBARQ ( WHADVP ( WRB ) ) ( SQ ( VBZ ) ( NP ) ( VP ) ) ( . ) ),SearchScreeningEvent,36,SNIPS,Could you tell me when Crime and Punishment U.S.A. is playing?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( SBAR ) ) ( . ) ),0.89992166,7.0,"['Discover the top-rated images labeled with #LOVE', 'Look for a couple of stunning images that correspond to Opera House with a resolution of 1024 pixels by 768 pixels']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( S ( VP ( VB ) ( PP ) ) )': 7.0}",False
find Fox Theatres with The Caretaker,( S ( VP ( VB ) ( NP ) ( PP ) ) ),SearchScreeningEvent,37,SNIPS,Locate showtimes for the play The Caretaker at Fox Theatres.,( S ( VP ( VB ) ( NP ) ) ( . ) ),0.90421003,2.0,"['Locate the trending pictures tagged as #LOVE', 'Search for the most popular photos with the hashtag #LOVE']","{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( S ( VP ( VB ) ( PP ) ) )': 2.0}",True
I would like to watch The Wedding Ring at the movie theatre,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ),SearchScreeningEvent,38,SNIPS,Do you know any movie theaters that are currently playing The Wedding Ring?,( SQ ( VBP ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),0.89410955,5.0,"['display the airlines that operate flights between Boston and Denver', 'Jump to the following song']","{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( S ( VP ( VB ) ( PP ) ) )': 6.0}",False
I want to read the book The Lion Sleeps Tonight,( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ),SearchCreativeWork,39,SNIPS,I would like to read a copy of The Lion Sleeps Tonight.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),0.9535935,3.0,"['display the airlines that operate flights between Boston and Denver', 'Look for a couple of stunning images that correspond to Opera House with a resolution of 1024 pixels by 768 pixels']","{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( S ( VP ( VB ) ( PP ) ) )': 5.0}",False
Where can I buy a used copy of the game called I Lie Around?,( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),SearchCreativeWork,41,SNIPS,Do you have any information on where I can find and purchase a used edition of the game named I Lie Around?,( SQ ( VBP ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),0.9277136,7.0,"['Find some beautiful pictures that match Opera House with dimensions of 1024px * 768px', 'Search for the most popular photos with the hashtag #LOVE']","{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( S ( VP ( VB ) ( PP ) ) )': 6.0}",False
please give me the cheapest flight from denver to pittsburgh,( S ( X ( UH ) ) ( VP ( VB ) ( NP ) ( NP ) ) ),flight,42,ATIS,Could you help me locate the cheapest airfare between Denver and Pittsburgh?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( S ) ) ( . ) ),0.9145504,7.0,"['Book a cab for me to get from the airport back home', 'Look for a couple of stunning images that correspond to Opera House with a resolution of 1024 pixels by 768 pixels']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( S ( VP ( VB ) ( PP ) ) )': 6.0}",False
i want to fly from milwaukee to orlando on either wednesday evening or thursday morning,( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ),flight,43,ATIS,Is it possible for me to book a flight from Milwaukee to Orlando? I am flexible with my timings and can choose between Wednesday evening or Thursday morning.,( SQ ( VBZ ) ( NP ( NP ) ) ( ADJP ( JJ ) ) ( SBAR ( IN ) ( S ) ) ( . ) ( NP ( PRP ) ) ( VP ( VP ) ( CC ) ( VP ) ) ( . ) ),0.8985062,13.0,"['Book a cab for me to get from the airport back home', 'Skip to the succeeding tune']","{'( S ( VP ( VB ) ( NP ) ) )': 15.0, '( S ( VP ( VB ) ( PP ) ) )': 15.0}",False
what is the lowest fare from denver to pittsburgh,( SBAR ( WHNP ( WP ) ) ( S ( VP ) ) ),airfare,44,ATIS,Can you tell me the lowest price for a ticket from Denver to Pittsburgh?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),0.89101267,8.0,"['locate Fox Theatres featuring The Caretaker', 'Search for the most popular photos with the hashtag #LOVE']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( S ( VP ( VB ) ( PP ) ) )': 7.0}",False
what is the cheapest one way fare from boston to baltimore,( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),airfare,45,ATIS,Can you tell me the cheapest cost for a single journey from Boston to Baltimore?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),0.89787084,8.0,"['Discover the top-rated images labeled with #LOVE', 'Navigate to the previous music selection']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( S ( VP ( VB ) ( PP ) ) )': 7.0}",False
what is the ground transportation from oakland to san francisco,( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),ground_service,46,ATIS,Tell me about the ways to travel from Oakland to San Francisco.,( S ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),0.89478385,6.0,"['Retrieve cooking tutorials', 'Navigate to the previous music selection']","{'( S ( VP ( VB ) ( NP ) ) )': 2.0, '( S ( VP ( VB ) ( PP ) ) )': 2.0}",True
can i get a rental car in dallas,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ),ground_service,47,ATIS,Are there any available rentals cars in Dallas?,( SQ ( VBP ) ( NP ( EX ) ) ( NP ( NP ) ( PP ) ) ( . ) ),0.8849296,5.0,"['discover Fox Theatres presenting The Caretaker', 'Skip to the previous music track']","{'( S ( VP ( VB ) ( NP ) ) )': 7.0, '( S ( VP ( VB ) ( PP ) ) )': 7.0}",False
what airlines fly between boston and atlanta,( SBAR ( WHNP ( WP ) ) ( S ( NP ) ( VP ) ) ),airline,48,ATIS,"I'm looking for information on flights from Boston to Atlanta, which airlines should I consider?",( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) ),0.8666519,6.0,"['Include this musician called Kirk Hammett in my playlist Party', 'Navigate to the previous music selection']","{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( S ( VP ( VB ) ( PP ) ) )': 5.0}",False
show me the airlines between boston and denver,( S ( VP ( VB ) ( S ) ) ),airline,49,ATIS,show me a list of airlines that serve routes from Boston to Denver,( S ( VP ( VB ) ( NP ) ( NP ) ) ),0.91529316,2.0,"['discover Fox Theatres presenting The Caretaker', 'Navigate to the previous music selection']","{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( S ( VP ( VB ) ( PP ) ) )': 2.0}",True
what does ls stand for,( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ( VP ) ) ),abbreviation,50,ATIS,"I'm curious about the acronym ls, can you explain it to me?","( S ( NP ( PRP ) ) ( VP ( VP ) ( , ) ( SQ ) ) ( . ) )",0.8284031,8.0,"['locate Fox Theatres featuring The Caretaker', 'Search for the most popular photos with the hashtag #LOVE']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( S ( VP ( VB ) ( PP ) ) )': 6.0}",False
what does dfw mean,( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ( VP ) ) ),abbreviation,51,ATIS,What is the significance of dfw?,( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ) ( . ) ),0.9247058,2.0,"['Find some beautiful pictures that match Opera House with dimensions of 1024px * 768px', 'Skip to the previous music track']","{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( S ( VP ( VB ) ( PP ) ) )': 7.0}",False
