input_utterance,intent,parameters,utterance_template,source,seed_id,p1,p1_template,p2,p2_template,p3,p3_template,p1_bertscore,p2_bertscore,p3_bertscore,p1_duplicate,p1_semantics,p1_correct,p2_duplicate,p2_semantics,p2_correct,p3_duplicate,p3_semantics,p3_correct,p1_ted,p2_ted,p3_ted
How far is the closest cab,FindTaxi,[],( SBARQ ( WHADVP ( WRB ) ( RB ) ) ( VP ( VBZ ) ( NP ) ) ),ParaQuality,19,What is the distance to the nearest taxi?,( SBARQ ( WHNP ( WP ) ) ( SQ ( SQ ) ) ( . ) ),Can you tell me how close the nearest cab is?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( SBAR ) ) ( . ) ),What's the proximity of the closest taxi?,( SBARQ ( WHNP ( WP ) ) ( SQ ( SQ ) ) ( . ) ),0.9127885,0.8962328,0.90909916,False,True,True,False,True,True,False,True,True,7.0,8.0,7.0
Request a taxi from the airport to home,BookTaxi,"[['from', 'airport'], ['to', 'home']]",( S ( VP ( VB ) ( NP ) ( PP ) ) ),ParaQuality,20,Book a taxi to take me home from the airport,( S ( VP ( VB ) ( NP ) ( S ) ) ),I need a taxi to get from the airport back to my place,( S ( NP ( PRP ) ) ( VP ( VBP ) ( NP ) ( S ) ) ),Arrange for a cab ride from the airport to my house,( S ( VP ( VB ) ( PP ) ) ),0.94621974,0.9303474,0.92641544,False,True,True,False,True,True,False,True,True,1.0,4.0,1.0
What is the forecast for Harrison-Crawford State Forest,GetWeather,"[['geographic_poi', 'Harrison-Crawford State Forest']]",( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),SNIPS,21,What is the weather prediction for Harrison-Crawford State Forest,( SBARQ ( WHNP ( WP ) ) ( VP ( VBZ ) ( NP ) ) ),Can you tell me the expected weather for Harrison-Crawford State Forest,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ),I would like to know the forecasted conditions for Harrison-Crawford State Forest,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ),0.98353285,0.94534016,0.9404519,True,True,False,False,True,True,False,True,True,2.0,7.0,5.0
what is the forecast for colder in Anston,GetWeather,"[['condition_temperature', 'colder'], ['city', 'Anston']]",( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),SNIPS,22,Can you tell me the weather forecast for Anston when it gets colder?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ( SBAR ) ) ( . ) ),I'm wondering about the forecast for Anston during colder weather.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) ),What can you tell me about the weather in Anston when it becomes colder?,( SBARQ ( WHNP ( WP ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),0.89188194,0.910232,0.89282537,False,True,True,False,True,True,False,True,True,9.0,6.0,4.0
How hot is it in Pesotum,GetWeather,"[['condition_temperature', 'hot'], ['city', 'Pesotum']]",( SBARQ ( WHADJP ( WRB ) ( JJ ) ) ( VP ( VBZ ) ( NP ) ( PP ) ) ),SNIPS,23,What is the temperature in Pesotum?,( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ( PP ) ) ( . ) ),Can you tell me the current temperature in Pesotum?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),I want to know how hot it is in Pesotum.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ( . ) ),0.94208604,0.91105986,0.929405,False,True,True,False,True,True,False,True,True,5.0,8.0,8.0
"I would like to go to a pub that has italian dressing for a party of 5 on February 11, 2033",BookRestaurant,"[['restaurant_type', 'pub'], ['served_dish', 'italian dressing'], ['party_size_number', '5'], ['timeRange', 'February 11, 2033']]",( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ),SNIPS,24,"Can you find a pub that serves Italian dressing and can accommodate a party of 5 on February 11, 2033?",( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),"I'm looking for a pub with Italian dressing where I can host a party of 5 on February 11, 2033.",( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) ),"Could you help me locate a pub that has Italian dressing and is available for hosting a party of 5 on February 11, 2033?",( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( S ) ) ( . ) ),0.9245542,0.9368397,0.9238165,False,True,True,False,True,True,False,True,True,5.0,2.0,5.0
Book a taverna in Equatorial Guinea this month for nine people.,BookRestaurant,"[['restaurant_type', 'taverna'], ['country', 'Equatorial Guinea'], ['timeRange', 'this month'], ['party_size_number', 'nine']]",( S ( VP ( VB ) ( NP ) ( NP ) ( PP ) ) ( . ) ),SNIPS,25,Reserve a restaurant in Equatorial Guinea this month for a party of nine.,( S ( VP ( VB ) ( NP ) ( NP ) ( PP ) ) ( . ) ),Make a reservation for nine people at a taverna in Equatorial Guinea this month.,( S ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),Schedule a dinner at a taverna in Equatorial Guinea this month for nine guests.,( S ( VP ( VB ) ( NP ) ( NP ) ( PP ) ) ( . ) ),0.9533251,0.9476778,0.9555763,False,True,True,False,True,True,False,True,True,0.0,1.0,0.0
Book a table for eight people please,BookRestaurant,"[['party_size_number', 'eight']]",( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),SNIPS,26,Can you please reserve a table for a party of eight?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( UH ) ( VP ) ) ( . ) ),"I would like to make a reservation for eight people, please.",( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),Could you help me book a table for eight individuals?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( S ) ) ( . ) ),0.9014245,0.8967221,0.8832049,False,True,True,False,True,True,False,True,True,7.0,6.0,6.0
Please add Ruud Jolie to my playlist Guest List Polygon,AddToPlaylist,"[['artist', 'Ruud Jolie'], ['playlist_owner', 'my'], ['playlist', 'Guest List Polygon']]",( S ( X ( UH ) ) ( VP ( VB ) ( NP ) ( PP ) ) ),SNIPS,27,Add Ruud Jolie to my Guest List Polygon playlist,( S ( VP ( VB ) ( NP ) ( PP ) ) ),Include Ruud Jolie in the Guest List Polygon playlist,( VP ( VB ) ( NP ( NP ) ( PP ) ) ),Put Ruud Jolie on my playlist called Guest List Polygon,( S ( VP ( VB ) ( NP ) ( PP ) ) ),0.95755404,0.92890584,0.9220359,False,True,True,False,True,True,False,True,True,2.0,3.0,2.0
add this artist named Kirk Hammett to my playlist Party,AddToPlaylist,"[['music_item', 'artist'], ['artist', 'Kirk Hammett'], ['playlist_owner', 'my'], ['playlist', 'Party']]",( S ( VP ( VB ) ( NP ) ( PP ) ) ),SNIPS,28,include Kirk Hammett in my Party playlist,( S ( VP ( VB ) ( NP ) ) ),add the artist Kirk Hammett to the Party playlist,( S ( VP ( VB ) ( NP ) ( PP ) ) ),put this musician called Kirk Hammett into my Party playlist,( S ( VP ( VB ) ( NP ) ( S ) ) ),0.91472024,0.9377059,0.9628444,False,True,True,False,True,True,False,True,True,1.0,0.0,1.0
I want to put a copy of this tune into Skatepark Punks,AddToPlaylist,"[['music_item', 'tune'], ['playlist', 'Skatepark Punks']]",( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ),SNIPS,29,I would like to add this melody to Skatepark Punks.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),Can you help me insert this song into Skatepark Punks?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( S ) ) ( . ) ),Is it possible for me to include a copy of this track in Skatepark Punks?,( SQ ( VBZ ) ( NP ( NP ) ) ( ADJP ( JJ ) ) ( SBAR ( IN ) ( S ) ) ( . ) ),0.9558629,0.92896575,0.9378217,False,True,True,False,True,True,False,True,True,3.0,4.0,8.0
"I would give With Lee in Virginia, A Story of the American Civil War chronicle 4 of 6",RateBook,"[['object_name', 'With Lee in Virginia, A Story of the American Civil War'], ['object_part_of_series_type', 'chronicle'], ['rating_value', '4'], ['best_rating', '6']]",( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ),SNIPS,30,"I want to rate With Lee in Virginia, A Story of the American Civil War chronicle number 4 out of 6.",( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ( . ) ),"Can you please provide me a review for With Lee in Virginia, A Story of the American Civil War chronicle 4 out of 6?",( SQ ( MD ) ( NP ( PRP ) ) ( VP ( UH ) ( VP ) ) ( . ) ),"Could you give me your feedback on With Lee in Virginia, A Story of the American Civil War chronicle's fourth installment?",( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),0.90262073,0.886184,0.88127804,False,True,True,False,True,True,False,True,True,3.0,4.0,6.0
Rate this album two out of 6,RateBook,"[['object_select', 'this'], ['object_type', 'album'], ['rating_value', 'two'], ['best_rating', '6']]",( S ( VP ( VB ) ( NP ) ( NP ) ) ),SNIPS,31,Give this album a rating of two out of six,( S ( VP ( VB ) ( NP ) ( NP ) ) ),Assign a score of two out of six to this album,( S ( VP ( VB ) ( NP ) ( PP ) ) ),"Rate this album with a rating scale from one to six, giving it a score of two","( S ( VP ( VB ) ( NP ) ( PP ) ( , ) ( S ) ) )",0.9484185,0.91805667,0.87029064,False,True,True,False,True,True,False,True,True,0.0,1.0,2.0
Give the current part of the saga 4 points out of 6.,RateBook,"[['object_select', 'current'], ['object_part_of_series_type', 'saga'], ['rating_value', '4'], ['rating_unit', 'points'], ['best_rating', '6']]",( S ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),SNIPS,32,Rate the current section of the saga with a score of 4 out of 6.,( S ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),Assign a rating of 4 out of 6 to the ongoing part of the saga.,( S ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),Provide a rating on a scale from one to six for the present installment in the saga.,( S ( VP ( VB ) ( NP ) ) ( . ) ),0.9404644,0.9245469,0.88036275,False,True,True,False,True,True,False,True,True,1.0,1.0,1.0
Can you play some fifties music by lavern baker,PlayMusic,"[['year', 'fifties'], ['artist', 'lavern baker']]",( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ),SNIPS,33,Could you please play some music from the fifties by Lavern Baker?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( UH ) ( VP ) ) ( . ) ),"I would like to listen to fifties music by Lavern Baker, can you play that?","( S ( NP ( PRP ) ) ( VP ( VP ) ( , ) ( SQ ) ) ( . ) )",Is it possible for you to play some Lavern Baker songs from the fifties?,( SQ ( VBZ ) ( NP ( NP ) ) ( ADJP ( JJ ) ) ( SBAR ( IN ) ( S ) ) ( . ) ),0.91405666,0.9020677,0.8899772,False,True,True,False,True,True,False,True,True,4.0,6.0,8.0
Play a 1964 track from Shahram Nazeri on Pandora.,PlayMusic,"[['year', '1964'], ['music_item', 'track'], ['artist', 'Shahram Nazeri'], ['service', 'Pandora']]",( S ( VP ( VB ) ( NP ) ) ( . ) ),SNIPS,34,Play a track from Shahram Nazeri that was released in 1964 on Pandora.,( S ( VP ( VB ) ( NP ) ) ( . ) ),"On Pandora, play a song by Shahram Nazeri from 1964.","( S ( PP ( IN ) ( NP ) ) ( , ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) )",Can you find and play a track by Shahram Nazeri released in 1964 on Pandora?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( CC ) ( VB ) ( NP ) ) ( . ) ),0.9629489,0.92883044,0.92540145,False,True,True,False,True,True,False,True,True,0.0,5.0,6.0
Please play me some Satire music,PlayMusic,"[['genre', 'Satire']]",( S ( X ( UH ) ) ( VP ( VB ) ( NP ) ( NP ) ) ),SNIPS,35,Could you play some music in the genre of Satire for me?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ( PP ) ) ( . ) ),I would like you to find and play Satire songs.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),Can you start playing some music that falls into the category of Satire?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( S ) ) ( . ) ),0.9095746,0.8921417,0.884019,False,True,True,False,True,True,False,True,True,7.0,6.0,7.0
When is Crime and Punishment U.S.A. showing?,SearchScreeningEvent,"[['movie_name', 'Crime and Punishment U.S.A.']]",( SBARQ ( WHADVP ( WRB ) ) ( SQ ( VBZ ) ( NP ) ( VP ) ) ( . ) ),SNIPS,36,What are the showtimes for Crime and Punishment U.S.A.?,( SBARQ ( WHNP ( WP ) ) ( VP ( VBP ) ( NP ) ) ( . ) ),Can you tell me when Crime and Punishment U.S.A. is playing?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( SBAR ) ) ( . ) ),I'd like to know the schedule for Crime and Punishment U.S.A.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),0.9158918,0.90032685,0.9090005,False,True,True,False,True,True,False,True,True,5.0,7.0,6.0
find Fox Theatres with The Caretaker,SearchScreeningEvent,"[['location_name', 'Fox Theatres'], ['movie_name', 'The Caretaker']]",( S ( VP ( VB ) ( NP ) ( PP ) ) ),SNIPS,37,locate Fox Theatres featuring The Caretaker,( S ( VP ( VB ) ( NP ) ) ),search for Fox Theatres showing The Caretaker,( NP ( NP ( NP ) ( PP ) ) ( VP ( VBG ) ( NP ) ) ),find cinema playing The Caretaker at Fox Theatres,( S ( VP ( VB ) ( S ) ) ),0.9735354,0.9463729,0.91723716,False,True,True,False,True,True,False,True,True,1.0,6.0,2.0
I would like to watch The Wedding Ring at the movie theatre,SearchScreeningEvent,"[['movie_name', 'The Wedding Ring'], ['object_location_type', 'movie theatre']]",( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ),SNIPS,38,Can I see The Wedding Ring at the cinema?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),Is it possible for me to watch The Wedding Ring at the movie theater?,( SQ ( VBZ ) ( NP ( NP ) ) ( ADJP ( JJ ) ) ( SBAR ( IN ) ( S ) ) ( . ) ),I want to catch a screening of The Wedding Ring at the cinema.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ( . ) ),0.9383601,0.9320514,0.95213985,False,True,True,False,True,True,False,True,True,5.0,9.0,3.0
I want to read the book The Lion Sleeps Tonight,SearchCreativeWork,"[['object_type', 'book'], ['object_name', 'The Lion Sleeps Tonight']]",( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ),SNIPS,39,I would like to peruse the novel The Lion Sleeps Tonight,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ),I am interested in going through the book The Lion Sleeps Tonight,( S ( NP ( PRP ) ) ( VP ( VBP ) ( ADJP ) ) ),Can you suggest a good read like The Lion Sleeps Tonight?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),0.95638883,0.95482653,0.91806024,False,True,True,False,True,True,False,True,True,2.0,1.0,5.0
find Join the Dots: B-sides and Rarities,SearchCreativeWork,"[['object_name', 'Join the Dots: B-sides and Rarities']]",( S ( VP ( VB ) ( S ) ) ),SNIPS,40,locate Join the Dots: B-sides and Rarities,( S ( S ( VP ) ) ( : ) ( NP ( NNS ) ( CC ) ( NNPS ) ) ),search for Join the Dots: B-sides and Rarities,( NP ( NP ( NP ) ( PP ) ) ( : ) ( NP ( NNS ) ( CC ) ( NNPS ) ) ),discover Join the Dots: B-sides and Rarities,( S ( VP ( VB ) ( S ) ) ),0.9994621,0.9817496,0.9995087,True,True,False,True,True,False,True,True,False,6.0,9.0,0.0
Where can I buy a used copy of the game called I Lie Around?,SearchCreativeWork,"[['object_type', 'game'], ['object_name', 'I Lie Around']]",( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),SNIPS,41,Do you know any stores where I can purchase a pre-owned copy of the game called I Lie Around?,( SQ ( VBP ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),Are there any places to buy a secondhand version of the game called I Lie Around?,( SQ ( VBP ) ( NP ( EX ) ) ( NP ( NP ) ( SBAR ) ) ( . ) ),Can you recommend any shops that sell used copies of the game titled I Lie Around?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),0.9354886,0.9372833,0.9197422,False,True,True,False,True,True,False,True,True,7.0,7.0,7.0
please give me the cheapest flight from denver to pittsburgh,flight,"[['cost_relative', 'cheapest'], ['fromloc.city_name', 'denver'], ['toloc.city_name', 'pittsburgh']]",( S ( X ( UH ) ) ( VP ( VB ) ( NP ) ( NP ) ) ),ATIS,42,can you find me the least expensive flight from Denver to Pittsburgh?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( S ) ) ( . ) ),I'm looking for the most affordable flight options from Denver to Pittsburgh. Can you help me with that?,( S ( NP ( PRP ) ) ( VP ( VP ) ( . ) ( SQ ) ) ( . ) ),Could you assist in finding the cheapest flight available between Denver and Pittsburgh?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( PP ) ) ( . ) ),0.92892885,0.903867,0.90455145,False,True,True,False,True,True,False,True,True,7.0,6.0,7.0
i want to fly from milwaukee to orlando on either wednesday evening or thursday morning,flight,"[['fromloc.city_name', 'milwaukee'], ['toloc.city_name', 'orlando'], ['depart_date.day_name', 'wednesday'], ['depart_time.period_of_day', 'evening'], ['depart_date.day_name', 'thursday'], ['depart_time.period_of_day', 'morning']]",( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ),ATIS,43,Find flights from Milwaukee to Orlando either on Wednesday evening or Thursday morning.,( S ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),I am looking for flights departing from Milwaukee and arriving in Orlando on either Wednesday evening or Thursday morning.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) ),Can you help me find flights that go from Milwaukee to Orlando either in the evening on Wednesday or in the morning on Thursday?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( S ) ) ( . ) ),0.926442,0.9194873,0.9049129,False,True,True,False,True,True,False,True,True,6.0,2.0,4.0
what is the lowest fare from denver to pittsburgh,airfare,"[['cost_relative', 'lowest'], ['fromloc.city_name', 'denver'], ['toloc.city_name', 'pittsburgh']]",( SBAR ( WHNP ( WP ) ) ( S ( VP ) ) ),ATIS,44,what is the cheapest ticket price from Denver to Pittsburgh,( SBAR ( WHNP ( WP ) ) ( S ( VP ) ) ),find me the most affordable fare for a flight from Denver to Pittsburgh,( S ( VP ( VB ) ( S ) ) ),can you tell me the least expensive cost for traveling from Denver to Pittsburgh,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ),0.9428834,0.89729136,0.89415205,False,True,True,False,True,True,False,True,True,0.0,4.0,7.0
what is the cheapest one way fare from boston to baltimore,airfare,"[['cost_relative', 'cheapest'], ['round_trip', 'one way'], ['fromloc.city_name', 'boston'], ['toloc.city_name', 'baltimore']]",( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),ATIS,45,what is the least expensive one-way ticket price from Boston to Baltimore,( SBAR ( WHNP ( WP ) ) ( S ( VP ) ) ),how much does the cheapest one way ticket cost from Boston to Baltimore,( SBARQ ( WHNP ( WRB ) ( JJ ) ) ( SQ ( VBZ ) ( NP ) ( VP ) ) ),what is the most affordable single trip fare from Boston to Baltimore,( SBAR ( WHNP ( WP ) ) ( S ( VP ) ) ),0.95018387,0.93317497,0.9455583,False,True,True,False,True,True,False,True,True,1.0,5.0,1.0
what is the ground transportation from oakland to san francisco,ground_service,"[['fromloc.city_name', 'oakland'], ['toloc.city_name', 'san francisco']]",( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),ATIS,46,how can I travel from Oakland to San Francisco by ground transportation?,( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),what are the options for traveling between Oakland and San Francisco using ground transportation?,( SBARQ ( WHNP ( WP ) ) ( SQ ( SQ ) ) ( . ) ),tell me about the different ways to get from Oakland to San Francisco on land.,( S ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),0.9041166,0.90290767,0.8911075,False,True,True,False,True,True,False,True,True,6.0,3.0,6.0
can i get a rental car in dallas,ground_service,"[['transport_type', 'rental car'], ['city_name', 'dallas']]",( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ),ATIS,47,Is it possible for me to rent a car in Dallas?,( SQ ( VBZ ) ( NP ( NP ) ) ( ADJP ( JJ ) ) ( SBAR ( IN ) ( S ) ) ( . ) ),Can I find a rental car in Dallas?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),Are there any rental cars available in Dallas?,( SQ ( VBP ) ( NP ( EX ) ) ( NP ( NP ) ( ADJP ) ) ( . ) ),0.91437286,0.936041,0.89812815,False,True,True,False,True,True,False,True,True,8.0,1.0,6.0
what airlines fly between boston and atlanta,airline,"[['fromloc.city_name', 'boston'], ['toloc.city_name', 'atlanta']]",( SBAR ( WHNP ( WP ) ) ( S ( NP ) ( VP ) ) ),ATIS,48,Which airlines operate flights between Boston and Atlanta?,( SBARQ ( WHNP ( WDT ) ( NNS ) ) ( SQ ( VP ) ) ( . ) ),Can you tell me which airlines provide service between Boston and Atlanta?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( SBAR ) ) ( . ) ),I'd like to know the airlines that offer flights from Boston to Atlanta.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),0.92320716,0.8818477,0.8874425,False,True,True,False,True,True,False,True,True,6.0,8.0,6.0
show me the airlines between boston and denver,airline,"[['fromloc.city_name', 'boston'], ['toloc.city_name', 'denver']]",( S ( VP ( VB ) ( S ) ) ),ATIS,49,display the airlines operating between boston and denver,( S ( VP ( VB ) ( S ) ) ),list out the airlines connecting boston and denver,( S ( VP ( VB ) ( PRT ) ( NP ) ) ),find flights from boston to denver,( S ( VP ( VB ) ( NP ) ) ),0.94741786,0.94345903,0.9303113,False,True,True,False,True,True,False,True,True,0.0,2.0,1.0
what does ls stand for,abbreviation,"[['meal_code', 'ls']]",( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ( VP ) ) ),ATIS,50,What is the meaning of ls?,( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ) ( . ) ),Can you tell me the definition of ls?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),Please explain what does ls stand for.,( S ( WHNP ( UH ) ) ( VP ( VB ) ( SBAR ) ) ( . ) ),0.87662786,0.83438486,0.9501962,False,True,True,False,True,True,False,True,True,2.0,8.0,7.0
what does dfw mean,abbreviation,"[['airport_code', 'dfw']]",( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ( VP ) ) ),ATIS,51,What is the meaning of DFW?,( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ) ( . ) ),Can you tell me the definition of DFW?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),Please explain what DFW stands for.,( S ( WHNP ( UH ) ) ( VP ( VB ) ( SBAR ) ) ( . ) ),0.9150366,0.87084126,0.9076329,False,True,True,False,True,True,False,True,True,2.0,8.0,7.0
Terminate i-a541 now,EndEC2Instance,"[['VM', 'i-a541']]",( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),ParaQuality,1,End the i-a541 immediately,( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),Stop the i-a541 right now,( S ( VP ( VB ) ( NP ) ( NP ) ( ADVP ) ) ),Finish the i-a541 at once,( S ( VP ( VB ) ( NP ) ( NP ) ( PP ) ) ),0.9470806,0.9438289,0.9249232,False,True,True,False,True,True,False,True,True,0.0,1.0,2.0
Search for cooking videos,SearchWeb,"[['query', 'cooking videos']]",( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),ParaQuality,2,Find videos related to cooking,( S ( VP ( VB ) ( NP ) ) ),Look up videos on how to cook,( S ( VP ( VB ) ( PRT ) ( NP ) ) ),Discover cooking tutorials,( S ( VP ( VB ) ( NP ) ) ),0.9231662,0.90766895,0.9359415,False,True,True,False,True,True,False,True,True,4.0,4.0,4.0
Find most popular photos tagged #LOVE,SearchWeb,"[['Tag', '#LOVE']]",( S ( S ( VP ) ) ( VP ( VBP ) ) ),ParaQuality,3,Discover the most popular pictures with the hashtag #LOVE,( S ( VP ( VB ) ( NP ) ) ),Locate the top-rated images labeled #LOVE,( S ( VP ( VB ) ( S ) ) ),Search for the trending photos associated with #LOVE,( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),0.9587674,0.9248091,0.9267563,False,True,True,False,True,True,False,True,True,3.0,2.0,6.0
Search for a few nice photos matching Opera House with size 1024px * 768px,SearchWeb,"[['size', '1024px * 768px'], ['query', 'Opera House']]",( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),ParaQuality,4,Find a couple of beautiful images that match Opera House with dimensions 1024px * 768px,( S ( VP ( VB ) ( NP ) ) ),Look for some lovely pictures that are related to Opera House and have a size of 1024px * 768px,( S ( VP ( VB ) ( PP ) ) ),"Discover a handful of stunning photos featuring the Opera House, all with dimensions of 1024 pixels by 768 pixels",( S ( VP ( VB ) ( NP ) ) ),0.9563467,0.9434937,0.91725177,False,True,True,False,True,True,False,True,True,4.0,4.0,4.0
Are the burglar alarms in the office malfunctioning ?,CheckDevice,"[['location', 'office']]",( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( VP ( VBG ) ) ( . ) ),ParaQuality,5,Do the burglar alarms in the office have a malfunction?,( SQ ( VBP ) ( NP ( DT ) ( NN ) ) ( VP ( NNS ) ( PP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),Are the alarms in the office not functioning properly?,( SQ ( VBP ) ( NP ( DT ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( RB ) ( VP ( VBG ) ( ADVP ) ) ( . ) ),Is there a problem with the burglar alarms in the office?,( SQ ( VBZ ) ( NP ( EX ) ) ( NP ( NP ) ( PP ) ) ( . ) ),0.9699679,0.9517555,0.94871306,False,True,True,False,True,True,False,True,True,6.0,3.0,9.0
Is the TV in the house off ?,CheckDevice,"[['device', 'TV']]",( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( PP ( IN ) ( NP ) ) ( PRT ( RP ) ) ( . ) ),ParaQuality,6,Has the TV in the house been turned off?,( SQ ( VBZ ) ( NP ( NP ) ( PP ) ) ( VP ( VBN ) ( VP ) ) ( . ) ),Is the television switched off inside the house?,( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( VP ( VBN ) ( PRT ) ( PP ) ) ( . ) ),Did someone turn off the TV in the house?,( SQ ( VBD ) ( NP ( NN ) ) ( VP ( VB ) ( PRT ) ( NP ) ( PP ) ) ( . ) ),0.95732886,0.9514967,0.9341161,False,True,True,False,True,True,False,True,True,7.0,6.0,8.0
