input_utterance,intent,parameters,utterance_template,source,seed_id,selected_templates,selected_templates_related_paraphrases,p1,p1_template,p1_ted_to_selected_templates,p1_is_similar,p2,p2_template,p2_ted_to_selected_templates,p2_is_similar,p3,p3_template,p3_ted_to_selected_templates,p3_is_similar
Where can I buy a used copy of the game called I Lie Around?,SearchCreativeWork,"[['object_type', 'game'], ['object_name', 'I Lie Around']]",( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),SNIPS,41,"['( S ( VP ( VB ) ( NP ) ) )', '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )']","['Craft a comment stating that it is the best voice of all time', 'Can you tell me the weather forecast for Harrison-Crawford State Forest?']",Which stores sell second-hand editions of the game named I Lie Around?,( FRAG ( SBAR ( WHNP ) ( S ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 4.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 8.0}",False,In which places can I purchase a pre-owned version of the game called I Lie Around?,( SBARQ ( WHPP ( IN ) ( WHNP ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 8.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 8.0}",False,Where can I find a used copy of the video game known as I Lie Around?,( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 7.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 7.0}",False
please give me the cheapest flight from denver to pittsburgh,flight,"[['cost_relative', 'cheapest'], ['fromloc.city_name', 'denver'], ['toloc.city_name', 'pittsburgh']]",( S ( X ( UH ) ) ( VP ( VB ) ( NP ) ( NP ) ) ),ATIS,42,"['( S ( VP ( VB ) ( NP ) ) )', '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )']","['Retrieve a couple of stunning photos that are related to Opera House and have the resolution of 1024x768', 'can you give me the forecast for cooler temperatures in Anston?']",Can you find the most affordable airfare from Denver to Pittsburgh?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 1.0}",True,I'm looking for the least expensive flight option from Denver to Pittsburgh.,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",False,Could you show me the cheapest way to travel from Denver to Pittsburgh?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 0.0}",True
i want to fly from milwaukee to orlando on either wednesday evening or thursday morning,flight,"[['fromloc.city_name', 'milwaukee'], ['toloc.city_name', 'orlando'], ['depart_date.day_name', 'wednesday'], ['depart_time.period_of_day', 'evening'], ['depart_date.day_name', 'thursday'], ['depart_time.period_of_day', 'morning']]",( S ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ),ATIS,43,"['( S ( VP ( VB ) ( NP ) ) )', '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )']","['find places where I can listen to Join the Dots: B-sides and Rarities', 'Can you tell me the cheapest price for a flight from Denver to Pittsburgh?']",Can you help me find a flight from Milwaukee to Orlando? I prefer to depart on either Wednesday evening or Thursday morning.,( S ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ( NP ( PRP ) ) ( VP ( VBP ) ( S ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 9.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 8.0}",False,I'm looking for flights from Milwaukee to Orlando. Is it possible to leave either on Wednesday evening or Thursday morning?,( S ( NP ( PRP ) ) ( VP ( VBP ) ( VP ) ) ( . ) ( SQ ( VBZ ) ( S ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 8.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 8.0}",False,Is there any way I can fly out of Milwaukee and arrive in Orlando? It has to be either on Wednesday evening or Thursday morning.,( SQ ( VBZ ) ( NP ( EX ) ) ( NP ( NP ) ( SBAR ) ) ( . ) ( S ( NP ) ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 10.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 8.0}",False
what is the lowest fare from denver to pittsburgh,airfare,"[['cost_relative', 'lowest'], ['fromloc.city_name', 'denver'], ['toloc.city_name', 'pittsburgh']]",( SBAR ( WHNP ( WP ) ) ( S ( VP ) ) ),ATIS,44,"['( S ( VP ( VB ) ( NP ) ) )', '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )']","['list all the airlines that have flights from boston to atlanta', 'Can you tell me the current weather in Pesotum?']",Find the cheapest price for a flight from Denver to Pittsburgh.,( S ( VP ( VB ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",True,What is the minimum cost of a ticket from Denver to Pittsburgh?,( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 7.0}",False,I would like to know the least expensive fare for a trip from Denver to Pittsburgh.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",False
what is the cheapest one way fare from boston to baltimore,airfare,"[['cost_relative', 'cheapest'], ['round_trip', 'one way'], ['fromloc.city_name', 'boston'], ['toloc.city_name', 'baltimore']]",( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),ATIS,45,"['( S ( VP ( VB ) ( NP ) ) )', '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )']","['Find videos on cooking', 'Can you tell me the current temperature in Pesotum?']",How much does it cost for a one-way trip from Boston to Baltimore?,( SBARQ ( WHNP ( WRB ) ( JJ ) ) ( SQ ( VBZ ) ( NP ) ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 8.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 8.0}",False,What is the lowest fare for a single journey from Boston to Baltimore?,( SBARQ ( WHNP ( WP ) ) ( VP ( VBZ ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 6.0}",False,Tell me the price of the cheapest ticket for traveling one way from Boston to Baltimore.,( S ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 2.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 4.0}",True
what is the ground transportation from oakland to san francisco,ground_service,"[['fromloc.city_name', 'oakland'], ['toloc.city_name', 'san francisco']]",( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),ATIS,46,"['( S ( VP ( VB ) ( NP ) ) )', '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )']","['Locate several lovely images that correspond to Opera House and have a size of 1024 pixels by 768 pixels', 'Can you find me the most recent scientific publication about Machine Learning?']",How can I travel from Oakland to San Francisco by land?,( SBARQ ( WHADVP ( WRB ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 7.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 7.0}",False,What are the transportation options available for traveling between Oakland and San Francisco?,( SBARQ ( WHNP ( WP ) ) ( SQ ( VBP ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 7.0}",False,Is there any means of ground transport from Oakland to San Francisco?,( SQ ( VBZ ) ( NP ( EX ) ) ( NP ( NP ) ( PP ) ( PP ) ( PP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 9.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 7.0}",False
can i get a rental car in dallas,ground_service,"[['transport_type', 'rental car'], ['city_name', 'dallas']]",( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( PP ) ) ),ATIS,47,"['( S ( VP ( VB ) ( NP ) ) )', '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )']","['Find videos about cooking', 'Can you tell me the proximity of the closest taxi?']",Is it possible to rent a car in Dallas?,( SQ ( VBZ ) ( NP ( NP ) ) ( ADJP ( JJ ) ) ( S ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 7.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 7.0}",False,Could I request a car rental in Dallas?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 1.0}",True,Am I able to hire a vehicle in Dallas?,( SQ ( VBP ) ( NP ( PRP ) ) ( ADJP ( JJ ) ( S ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",False
what airlines fly between boston and atlanta,airline,"[['fromloc.city_name', 'boston'], ['toloc.city_name', 'atlanta']]",( SBAR ( WHNP ( WP ) ) ( S ( NP ) ( VP ) ) ),ATIS,48,"['( S ( VP ( VB ) ( NP ) ) )', '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )']","['locate Fox Theatres showing The Caretaker', 'Can you tell me the schedule for Crime and Punishment U.S.A.?']",which airlines provide flights from Boston to Atlanta?,( SBAR ( WHNP ( WDT ) ) ( S ( NP ) ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 7.0}",False,what are the airlines that operate between Boston and Atlanta?,( SBARQ ( WHNP ( WP ) ) ( SQ ( VBP ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 7.0}",False,can you give me a list of airlines offering services between Boston and Atlanta?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 0.0}",True
show me the airlines between boston and denver,airline,"[['fromloc.city_name', 'boston'], ['toloc.city_name', 'denver']]",( S ( VP ( VB ) ( S ) ) ),ATIS,49,"['( S ( VP ( VB ) ( NP ) ) )', '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )']","['find the cheapest price for a flight from Denver to Pittsburgh', 'Can you find me a copy of The Lion Sleeps Tonight book?']",display the list of airlines operating between Boston and Denver,( S ( VP ( VB ) ( NP ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 0.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 6.0}",True,provide me with information about the airlines connecting Boston and Denver,( S ( VP ( VB ) ( NP ) ( PP ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 6.0}",True,show me a comprehensive list of flights between Boston and Denver,( S ( VP ( VB ) ( NP ) ( NP ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",True
what does ls stand for,abbreviation,"[['meal_code', 'ls']]",( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ( VP ) ) ),ATIS,50,"['( S ( VP ( VB ) ( NP ) ) )', '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )']","['include the artist Kirk Hammett in my Party playlist', 'Can you find me the most recent scientific publication about Machine Learning?']",what is the full form of ls?,( SBARQ ( WHNP ( WP ) ) ( SQ ( SQ ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 8.0}",False,what is the meaning of ls?,( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 7.0}",False,can you tell me the expanded version of ls?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 0.0}",True
what does dfw mean,abbreviation,"[['airport_code', 'dfw']]",( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ( VP ) ) ),ATIS,51,"['( S ( VP ( VB ) ( NP ) ) )', '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )']","['Discover a handful of stunning photos featuring the Opera House, all with dimensions of 1024 pixels by 768 pixels', 'Can you tell me the distance of the closest cab?']",What is the meaning of dfw?,( SBARQ ( WHNP ( WP ) ) ( SQ ( VBZ ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 7.0}",False,I would like to know the definition of dfw.,( S ( NP ( PRP ) ) ( VP ( MD ) ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",False,Could you please explain what dfw stands for?,( SQ ( MD ) ( NP ( PRP ) ) ( PP ( UH ) ( S ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 4.0}",False
What is the forecast for Harrison-Crawford State Forest,GetWeather,"[['geographic_poi', 'Harrison-Crawford State Forest']]",( SBARQ ( WHNP ( WP ) ) ( S ( VP ) ) ),SNIPS,21,"['( S ( VP ( VB ) ( NP ) ) )', '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )']","['Find several beautiful images that match Opera House and have dimensions of 1024px * 768px', 'Can you find me the most recent scientific publication about Machine Learning?']",Can you tell me what the weather will be like in Harrison-Crawford State Forest?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( SBAR ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 1.0}",True,What can I expect regarding the weather at Harrison-Crawford State Forest?,( SBARQ ( WHNP ( WP ) ) ( SQ ( MD ) ( NP ) ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 7.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 7.0}",False,Could you provide a weather forecast for Harrison-Crawford State Forest?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 5.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 1.0}",True
find Join the Dots: B-sides and Rarities,SearchCreativeWork,"[['object_name', 'Join the Dots: B-sides and Rarities']]",( S ( VP ( VB ) ( S ) ) ),SNIPS,40,"['( S ( VP ( VB ) ( NP ) ) )', '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )']","['Compose a comment expressing praise for the excellent voice', 'Can you tell me the current temperature in Pesotum?']",locate Join the Dots: B-sides and Rarities,( S ( S ( VP ) ) ( : ) ( NP ( NNS ) ( CC ) ( NNS ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 9.0}",False,discover Join the Dots: B-sides and Rarities,( S ( VP ( VB ) ( S ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 7.0}",True,search for Join the Dots: B-sides and Rarities,( NP ( NP ( NP ) ( PP ) ) ( : ) ( NP ( NNS ) ( CC ) ( NNS ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 8.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 10.0}",False
Terminate i-a541 now,EndEC2Instance,"[['VM', 'i-a541']]",( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),ParaQuality,1,"['( S ( VP ( VB ) ( NP ) ) )', '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )']","['locate Fox Theatres that show The Caretaker', ""Can you show me the ratings for McDonald's on Kensington street?""]",End the process with ID i-a541,( S ( VP ( VB ) ( NP ) ( PP ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 6.0}",True,Stop the execution of i-a541 immediately,( S ( VP ( VB ) ( NP ) ( ADVP ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 6.0}",True,Terminate the instance i-a541 right away,( S ( VP ( VB ) ( NP ) ( S ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 0.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 6.0}",True
Search for cooking videos,SearchWeb,"[['query', 'cooking videos']]",( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),ParaQuality,2,"['( S ( VP ( VB ) ( NP ) ) )', '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )']","['Discover the most popular images with the #LOVE tag', 'Can you give me information about three barbershops located in Newtown?']",Find videos about cooking,( S ( VP ( VB ) ( NP ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 0.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 6.0}",True,Look up videos on how to cook,( S ( VP ( VB ) ( PRT ) ( NP ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 6.0}",True,Explore cooking tutorials,( S ( VP ( VB ) ( NP ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 0.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 6.0}",True
Find most popular photos tagged #LOVE,SearchWeb,"[['Tag', '#LOVE']]",( S ( S ( VP ) ) ( VP ( VBP ) ) ),ParaQuality,3,"['( S ( VP ( VB ) ( NP ) ) )', '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )']","['Find videos about cooking', ""Can you give me the reviews for the McDonald's located at Kensington st.?""]",Search for the top-rated images with the hashtag #LOVE,( S ( VP ( VB ) ( PP ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 1.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 7.0}",True,Discover the most popular pictures marked as #LOVE,( S ( VP ( VB ) ( NP ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 0.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 6.0}",True,Locate the trending photographs tagged with #LOVE,( S ( VP ( VB ) ( NP ) ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 0.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 6.0}",True
Search for a few nice photos matching Opera House with size 1024px * 768px,SearchWeb,"[['size', '1024px * 768px'], ['query', 'Opera House']]",( NP ( NP ( VB ) ) ( PP ( IN ) ( NP ) ) ),ParaQuality,4,"['( S ( VP ( VB ) ( NP ) ) )', '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )']","['locate Fox Theatres that show The Caretaker', 'Can you find me the most recent scientific publication about Machine Learning?']",Find a couple of high-quality images featuring the Opera House with dimensions 1024px * 768px.,( S ( VP ( VB ) ( NP ) ( PP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 2.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 5.0}",True,Search for several beautiful pictures of the Opera House that are sized at 1024 pixels by 768 pixels.,( S ( VP ( VB ) ( PP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 2.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 6.0}",True,Look for a few pleasant photographs that match the Opera House and have a resolution of 1024px *768px.,( S ( VP ( VB ) ( PP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 2.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 6.0}",True
Are the burglar alarms in the office malfunctioning ?,CheckDevice,"[['location', 'office']]",( SQ ( VBP ) ( NP ( DT ) ( NN ) ( NNS ) ) ( PP ( IN ) ( NP ) ) ( VP ( VBG ) ) ( . ) ),ParaQuality,5,"['( S ( VP ( VB ) ( NP ) ) )', '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )']","['Discover the most popular pictures with the hashtag #LOVE', 'Can you find me a pub with Italian dressing where I can host a party for 5 people on February 11, 2033?']",Are the office's burglar alarms not working properly?,( SQ ( VBP ) ( NP ( NP ) ( NN ) ( NNS ) ) ( RB ) ( VP ( VBG ) ( ADVP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 10.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 8.0}",False,Do the burglar alarms in the office have a malfunction?,( SQ ( VBP ) ( NP ( DT ) ( NN ) ) ( VP ( NNS ) ( PP ) ) ( VP ( VB ) ( NP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 9.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 7.0}",False,"In the office, are there any issues with the functioning of the security alarms?","( S ( PP ( IN ) ( NP ) ) ( , ) ( VBP ) ( NP ( EX ) ) ( NP ( NP ) ( PP ) ) ( . ) )","{'( S ( VP ( VB ) ( NP ) ) )': 10.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 10.0}",False
Is the TV in the house off ?,CheckDevice,"[['device', 'TV']]",( SQ ( VBZ ) ( NP ( DT ) ( NN ) ) ( PP ( IN ) ( NP ) ) ( PRT ( RP ) ) ( . ) ),ParaQuality,6,"['( S ( VP ( VB ) ( NP ) ) )', '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )']","['Discover a handful of stunning photos featuring the Opera House, all with dimensions of 1024 pixels by 768 pixels', 'Can you tell me the definition of ls?']",Has the TV in the house been turned off?,( SQ ( VBZ ) ( NP ( NP ) ( PP ) ) ( VP ( VBN ) ( VP ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 8.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 6.0}",False,Is the television in the residence switched off?,( SQ ( VBZ ) ( NP ( NP ) ( PP ) ) ( VP ( VBN ) ( PRT ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 8.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 6.0}",False,Can you confirm if the house's TV is not on?,( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( SBAR ) ) ( . ) ),"{'( S ( VP ( VB ) ( NP ) ) )': 6.0, '( SQ ( MD ) ( NP ( PRP ) ) ( VP ( VB ) ( NP ) ( NP ) ) ( . ) )': 2.0}",True
